srsID:ID,name,System Requirement Specification (SRS) Text,System Requirement Specification (SRS) Text Only,:LABEL
fiz0080100,FIZ-08.01,FIZ-08.01 The system shall use the PR instrument line item number as a key data field when interfacing with GFEBS.,The system shall use the PR instrument line item number as a key data field when interfacing with GFEBS.,Requirement
fiz0080200,FIZ-08.02,FIZ-08.02 The system shall use the Award instrument line item number as a key data field when interfacing with GFEBS.,The system shall use the Award instrument line item number as a key data field when interfacing with GFEBS.,Requirement
fiz0080300,FIZ-08.03,FIZ-08.03 The system shall use the Line of Accounting data as a key data field when interfacing with GFEBS.,The system shall use the Line of Accounting data as a key data field when interfacing with GFEBS.,Requirement
fiz0080400,FIZ-08.04,FIZ-08.04 The system shall use the ACRN as a key data field when interfacing with GFEBS.,The system shall use the ACRN as a key data field when interfacing with GFEBS.,Requirement
fiz0080500,FIZ-08.05,FIZ-08.05 The system shall use the line item pricing arrangement as a key data field when interfacing with GFEBS.,The system shall use the line item pricing arrangement as a key data field when interfacing with GFEBS.,Requirement
fiz0080600,FIZ-08.06,FIZ-08.06 The system shall use the line item descriptive data as a key data field when interfacing with GFEBS.,The system shall use the line item descriptive data as a key data field when interfacing with GFEBS.,Requirement
fiz0080700,FIZ-08.07,FIZ-08.07 The system shall use the line item delivery data as a key data field when interfacing with GFEBS.,The system shall use the line item delivery data as a key data field when interfacing with GFEBS.,Requirement
fiz0080800,FIZ-08.08,FIZ-08.08 The system shall use the receipt data as a key data field when interfacing with GFEBS.,The system shall use the receipt data as a key data field when interfacing with GFEBS.,Requirement
fiz0080900,FIZ-08.09,FIZ-08.09 The system shall use the acceptance data as a key data field when interfacing with GFEBS.,The system shall use the acceptance data as a key data field when interfacing with GFEBS.,Requirement
fiz0081000,FIZ-08.10,FIZ-08.10 The system shall use the payment instructions as a key data field when interfacing with GFEBS.,The system shall use the payment instructions as a key data field when interfacing with GFEBS.,Requirement
fiz0081100,FIZ-08.11,FIZ-08.11 The system shall use the disbursement data as a key data field when interfacing with GFEBS.,The system shall use the disbursement data as a key data field when interfacing with GFEBS.,Requirement
fiz0081200,FIZ-08.12,FIZ-08.12 The system shall use the dates associated with each action as a key data field when interfacing with GFEBS.,The system shall use the dates associated with each action as a key data field when interfacing with GFEBS.,Requirement
fiz0081300,FIZ-08.13,FIZ-08.13 The system shall use the user information associated with each action as a key data field when interfacing with GFEBS.,The system shall use the user information associated with each action as a key data field when interfacing with GFEBS.,Requirement
fiz0081400,FIZ-08.14,FIZ-08.14 The system shall use the applicable data elements found in the DPAP PRDS and PDS as a key data field when interfacing with GFEBS.,The system shall use the applicable data elements found in the DPAP PRDS and PDS as a key data field when interfacing with GFEBS.,Requirement
fiz0081500,FIZ-08.15,"FIZ-08.15 The system shall use the PIID, SPIID, Purchase Order data as a key data field when interfacing with GFEBS.","The system shall use the PIID, SPIID, Purchase Order data as a key data field when interfacing with GFEBS.",Requirement
fiz0090000,FIZ-09,FIZ-09 The system shall transmit a record of the award data automatically to GFEBS when the award instrument is signed electronically.,The system shall transmit a record of the award data automatically to GFEBS when the award instrument is signed electronically.,Requirement
fiz0100000,FIZ-10,FIZ-10 The system shall confirm that the award instrument transmitted to the GFEBS has been received and validated by GFEBS.,The system shall confirm that the award instrument transmitted to the GFEBS has been received and validated by GFEBS.,Requirement
fiz0110000,FIZ-11,FIZ-11 The system shall have the capability to receive and route error/failure messages received from GFEBS back to the originating user.,The system shall have the capability to receive and route error/failure messages received from GFEBS back to the originating user.,Requirement
fiz0120000,FIZ-12,FIZ-12 The system shall have the capability to interface with the GFEBS to perform the transaction Send Funds Validation Request.,The system shall have the capability to interface with the GFEBS to perform the transaction Send Funds Validation Request.,Requirement
fiz0130000,FIZ-13,FIZ-13 The system shall have the capability to interface with the GFEBS to perform the transaction Receive Funds Validation Status.,The system shall have the capability to interface with the GFEBS to perform the transaction Receive Funds Validation Status.,Requirement
fnd0010000,FND-01,FND-01 The system shall capture the expiration of funds availability for both obligation and expenditure.,The system shall capture the expiration of funds availability for both obligation and expenditure.,Requirement
fnd0020000,FND-02,FND-02 The system shall allow the use of a funding source on one or more purchase requests or contract actions at the line or sub-line level.,The system shall allow the use of a funding source on one or more purchase requests or contract actions at the line or sub-line level.,Requirement
fnd0030000,FND-03,FND-03 The system shall ensure each funding line references a separate entry in the Agency core financial system.,The system shall ensure each funding line references a separate entry in the Agency core financial system.,Requirement
fnd0030100,FND-03.01,FND-03.01 The system shall only allow recording of the commitment and obligation at the funding line level with no co-mingling of the appropriations.,The system shall only allow recording of the commitment and obligation at the funding line level with no co-mingling of the appropriations.,Requirement
fnd0040000,FND-04,FND-04 The system shall maintain evidence of funds commitment at the appropriate document level.,The system shall maintain evidence of funds commitment at the appropriate document level.,Requirement
fnd0040100,FND-04.01,FND-04.01 The system shall provide the capability to view funds commitment data accompanying each transaction throughout all phases of the procurement life cycle.,The system shall provide the capability to view funds commitment data accompanying each transaction throughout all phases of the procurement life cycle.,Requirement
fnd0040200,FND-04.02,FND-04.02 The system shall provide the capability to update payment data at the appropriate document level to inform decision making and reduce administrative actions.,The system shall provide the capability to update payment data at the appropriate document level to inform decision making and reduce administrative actions.,Requirement
