awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_office_code,funding_office_name
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N62742,NAVAL FAC ENGINEEERING CMD PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N62813,JOINT BASE PEARL HARBOR HICKAM
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N65236,NIWC ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N66001,NIWC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N68096,U S NAVAL HOSPITAL   GUAM
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N68098,NAVAL HEALTH CLINIC HAWAII
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N68906,NAVY MEDICINE WEST
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N68936,NAVAL AIR WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N69235,NAVAL NETWORK WARFARE COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N70243,NAVCOMTELSTA GUAM GU
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),,US NAVCOMTELSTA GUAM
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),N70278,N70278
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),R33011,JOINT POW MIA ACCOUNTING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),R33710,NEFC PAC
97,DEPARTMENT OF DEFENSE (DOD),HC1019,DITCO-PAC,97,DEPARTMENT OF DEFENSE (DOD),R43709,COMSUBRON FIFTEEN
97,DEPARTMENT OF DEFENSE (DOD),HC1021,DISA/DITCO EUROPE,97,DEPARTMENT OF DEFENSE (DOD),M20060,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),HC1021,DISA/DITCO EUROPE,97,DEPARTMENT OF DEFENSE (DOD),M37898,USMC FORCES CENTRAL COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1021,DISA/DITCO EUROPE,97,DEPARTMENT OF DEFENSE (DOD),N00061,COMMANDER NAVAL FORCES EUROPE
97,DEPARTMENT OF DEFENSE (DOD),HC1021,DISA/DITCO EUROPE,97,DEPARTMENT OF DEFENSE (DOD),N36001,NAVIFOR
97,DEPARTMENT OF DEFENSE (DOD),HC1021,DISA/DITCO EUROPE,97,DEPARTMENT OF DEFENSE (DOD),N53825,NAVAL SURFACE FORCE ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),HC1021,DISA/DITCO EUROPE,97,DEPARTMENT OF DEFENSE (DOD),N65236,NIWC ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),HC1021,DISA/DITCO EUROPE,97,DEPARTMENT OF DEFENSE (DOD),N69235,NAVAL NETWORK WARFARE COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1021,DISA/DITCO EUROPE,97,DEPARTMENT OF DEFENSE (DOD),N70272,NAV COMPUTER AND TELECOMMUNICATIONS
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),M00083,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),M00089,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),M20060,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),M37898,USMC FORCES CENTRAL COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),M67854,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00025,NAVAL FACILITIES ENGINEERING COMD
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00033,MILITARY SEALIFT COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00038,CDR US PACIFIC COMMAND USPACOM
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00052,NAVY INSTALLATIONS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00055,COMMANDER FLEET CYBER CMD - OPS 3
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00060,U S FLEET FORCES COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00065,NAVAL METEOROLOGY AND
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00164,NSWC CRANE
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00242,NAVY REGION SOUTHWEST
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00367,NAVSUP BUSINESS SYSTEMS CENTER
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N0039B,NAVWAR HQ NAVY ERP
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N30321,NAVAL OCEANOGRAPHY OPERATIONS CMD
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N32052,NCISRA KANEOHE HI
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N32253,PEARL HARBOR NAVAL SHIPYARD IMF
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N32256,NAVSUP FLC TRIDENT SPT DEPT
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N33205,NATEC DET CHERRY POINT
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N33589,NETC IT SUPPORT
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N36001,NAVIFOR
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N39040,PORTSMOUTH NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N42158,NORFOLK NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N4523A,PUGET SOUND NAVAL SHIPYARD IMF
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N45404,SUBMEPP ACTIVITY
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N47853,JOINT INTERAGENCY TASK FORCE WEST
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N61449,NAVY REGION HAWAII
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N62271,NAVAL POSTGRADUATE SCHOOL
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N62387,MSC PROGRAM MANAGEMENT CENTRALIZED
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N62583,NAVAL FACILIITES ENGINEERING AND
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N63110,CHIEF OF NAVAL AIR TRAINING
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N65236,NIWC ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N65923,FLEET READINESS CENTER EAST
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N66001,NIWC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N67562,FRDMC
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N69450,NAVFAC SOUTHEAST
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N70272,NAV COMPUTER AND TELECOMMUNICATIONS
97,DEPARTMENT OF DEFENSE (DOD),HC1028,IT CONTRACTING DIVISION - PL83,97,DEPARTMENT OF DEFENSE (DOD),N70294,NCTS NAPLES
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),M00089,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),M67854,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N00033,MILITARY SEALIFT COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N00164,NSWC CRANE
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N00367,NAVSUP BUSINESS SYSTEMS CENTER
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N30321,NAVAL OCEANOGRAPHY OPERATIONS CMD
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N32253,PEARL HARBOR NAVAL SHIPYARD IMF
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N3239A,NAVAL METEOROLOGY AND OCEANOGRAPHY
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N39040,PORTSMOUTH NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N42158,NORFOLK NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N4523A,PUGET SOUND NAVAL SHIPYARD IMF
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N62386,MILITARY SEALIFT COMMAND PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N62387,MSC PROGRAM MANAGEMENT CENTRALIZED
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N62583,NAVAL FACILIITES ENGINEERING AND
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N65236,NIWC ATLANTIC
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N66001,NIWC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N68893,NAV COMPUTER AND TELECOMMUNICATIONS
97,DEPARTMENT OF DEFENSE (DOD),HC1084,IT CONTRACTING DIVISION - PL84,97,DEPARTMENT OF DEFENSE (DOD),N69250,NIWC ATLANTIC NEW ORLEANS
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),M00085,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N00038,CDR US PACIFIC COMMAND USPACOM
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N00070,U S PACIFIC FLEET
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N47039,CHIEF OF NAVAL OPERATIONS
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N50082,NAVSUP HQ
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N64141,NAVAL AIR WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N6600B,NIWC PACIFIC SAN DIEGO NAVY ERP
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),HQ0034,WASHINGTON HEADQUARTERS SERVICES,97,DEPARTMENT OF DEFENSE (DOD),N68870,NAVAL EDUCATION AND TRAINING
97,DEPARTMENT OF DEFENSE (DOD),HQ0423,DEFENSE FINANCE AND ACCOUNTING SVC,97,DEPARTMENT OF DEFENSE (DOD),N41421,ASN (FM&C)
97,DEPARTMENT OF DEFENSE (DOD),HQ0423,DEFENSE FINANCE AND ACCOUNTING SVC,97,DEPARTMENT OF DEFENSE (DOD),,ASN (FMC)
97,DEPARTMENT OF DEFENSE (DOD),HQ0516,HQ DEFENSE MEDIA ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N61172,NAVAL AUDITOR GENERAL
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),M67854,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),M95450,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N00070,U S PACIFIC FLEET
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N00173,NAVAL RESEARCH LABORATORY
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N00253,NAVAL UNDERSEA WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N0534A,PACIFIC MISSILE RANGE FACILITY
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N41756,NAVY ENGINEERING LOGISTICS OFFICE
97,DEPARTMENT OF DEFENSE (DOD),HQ0727,DEFENSE MICROELECTRONICS ACTIVITY,97,DEPARTMENT OF DEFENSE (DOD),N66604,NUWC DIV NEWPORT
97,DEPARTMENT OF DEFENSE (DOD),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,DEPARTMENT OF DEFENSE (DOD),M95450,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,97,DEPARTMENT OF DEFENSE (DOD),N41756,NAVY ENGINEERING LOGISTICS OFFICE
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N00167,NSWC CARDEROCK
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N00242,NAVY REGION SOUTHWEST
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N0024B,NAVSEA 01P1 ERP
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N45582,SPECIAL OPERATIONS COMMAND PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N50084,NAVSUP WSS OPERATIONS
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N62846,NAVAL UNDERSEA WARFARE CENTER ERP
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N63126,NAWCWD CODE 17000E
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N64141,NAVAL AIR WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),HTC711,USTRANSCOM-AQ,97,DEPARTMENT OF DEFENSE (DOD),N66604,NUWC DIV NEWPORT
97,DEPARTMENT OF DEFENSE (DOD),M00027,COMMANDANT,97,DEPARTMENT OF DEFENSE (DOD),M00027,COMMANDANT
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),M00274,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),M30146,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),N65923,FLEET READINESS CENTER EAST
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),N66094,NAVAL HEALTH CLINIC
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),V09114,MARINE AVIATION LOGISTICS SQDN 14
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),V09167,MARINE AVIATIN LOGISTICS SQ 26
97,DEPARTMENT OF DEFENSE (DOD),M00146,COMMANDING OFFICER,97,DEPARTMENT OF DEFENSE (DOD),V52841,MARINE AVIATION LOGISTIC SQ MALS 29
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M10111,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M32000,COMMANDING GENERAL
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M32001,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M67443,DFAS COLUMBUS M67443
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M70001,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M80001,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M81001,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M83001,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M84001,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),M00263,COMMANDING GENERAL,97,DEPARTMENT OF DEFENSE (DOD),M85001,COMMANDING OFFICER
